Nick,League Points,Total Games,Daily League Points,Daily Games,lolchess
siratt,57,236,0,0,https://lolchess.gg/profile/BR/siratt,https://app.mobalytics.gg/pt_br/tft/profile/BR/siratt/overview
DEVIL NAKAYA,54,36,0,0,https://lolchess.gg/profile/BR/DEVIL NAKAYA,https://app.mobalytics.gg/pt_br/tft/profile/BR/DEVIL NAKAYA/overview
Danhba1,54,99,0,0,https://lolchess.gg/profile/BR/Danhba1,https://app.mobalytics.gg/pt_br/tft/profile/BR/Danhba1/overview
iden,53,168,0,0,https://lolchess.gg/profile/BR/iden,https://app.mobalytics.gg/pt_br/tft/profile/BR/iden/overview
046518465,53,697,0,0,https://lolchess.gg/profile/BR/046518465,https://app.mobalytics.gg/pt_br/tft/profile/BR/046518465/overview
cony,52,459,0,0,https://lolchess.gg/profile/BR/cony,https://app.mobalytics.gg/pt_br/tft/profile/BR/cony/overview
たこっぱち,52,332,0,0,https://lolchess.gg/profile/BR/たこっぱち,https://app.mobalytics.gg/pt_br/tft/profile/BR/たこっぱち/overview
りるっくま,51,662,0,0,https://lolchess.gg/profile/BR/りるっくま,https://app.mobalytics.gg/pt_br/tft/profile/BR/りるっくま/overview
KH0NG,51,125,0,0,https://lolchess.gg/profile/BR/KH0NG,https://app.mobalytics.gg/pt_br/tft/profile/BR/KH0NG/overview
不知名的某耗1,48,56,0,0,https://lolchess.gg/profile/BR/不知名的某耗1,https://app.mobalytics.gg/pt_br/tft/profile/BR/不知名的某耗1/overview
OG 川,47,75,0,0,https://lolchess.gg/profile/BR/OG 川,https://app.mobalytics.gg/pt_br/tft/profile/BR/OG 川/overview
Loup,46,139,0,0,https://lolchess.gg/profile/BR/Loup,https://app.mobalytics.gg/pt_br/tft/profile/BR/Loup/overview
MUGEN ROAD,45,501,0,0,https://lolchess.gg/profile/BR/MUGEN ROAD,https://app.mobalytics.gg/pt_br/tft/profile/BR/MUGEN ROAD/overview
穴熊系女子,45,144,0,0,https://lolchess.gg/profile/BR/穴熊系女子,https://app.mobalytics.gg/pt_br/tft/profile/BR/穴熊系女子/overview
AxxL0628,44,159,0,0,https://lolchess.gg/profile/BR/AxxL0628,https://app.mobalytics.gg/pt_br/tft/profile/BR/AxxL0628/overview
elfiny,44,90,0,0,https://lolchess.gg/profile/BR/elfiny,https://app.mobalytics.gg/pt_br/tft/profile/BR/elfiny/overview
Hakosito,44,400,0,0,https://lolchess.gg/profile/BR/Hakosito,https://app.mobalytics.gg/pt_br/tft/profile/BR/Hakosito/overview
vn nhon,44,80,0,0,https://lolchess.gg/profile/BR/vn nhon,https://app.mobalytics.gg/pt_br/tft/profile/BR/vn nhon/overview
deart0125,43,58,0,0,https://lolchess.gg/profile/BR/deart0125,https://app.mobalytics.gg/pt_br/tft/profile/BR/deart0125/overview
take a break,43,315,0,0,https://lolchess.gg/profile/BR/take a break,https://app.mobalytics.gg/pt_br/tft/profile/BR/take a break/overview
たかとら,42,395,0,0,https://lolchess.gg/profile/BR/たかとら,https://app.mobalytics.gg/pt_br/tft/profile/BR/たかとら/overview
scoοb,42,156,0,0,https://lolchess.gg/profile/BR/scoοb,https://app.mobalytics.gg/pt_br/tft/profile/BR/scoοb/overview
Necrozma,41,281,0,0,https://lolchess.gg/profile/BR/Necrozma,https://app.mobalytics.gg/pt_br/tft/profile/BR/Necrozma/overview
DragonCheese,40,506,0,0,https://lolchess.gg/profile/BR/DragonCheese,https://app.mobalytics.gg/pt_br/tft/profile/BR/DragonCheese/overview
機動戦士トシダム,39,238,0,0,https://lolchess.gg/profile/BR/機動戦士トシダム,https://app.mobalytics.gg/pt_br/tft/profile/BR/機動戦士トシダム/overview
alphadikk,39,155,0,0,https://lolchess.gg/profile/BR/alphadikk,https://app.mobalytics.gg/pt_br/tft/profile/BR/alphadikk/overview
ずっしりぷに,38,30,0,0,https://lolchess.gg/profile/BR/ずっしりぷに,https://app.mobalytics.gg/pt_br/tft/profile/BR/ずっしりぷに/overview
Shinichi00,37,199,0,0,https://lolchess.gg/profile/BR/Shinichi00,https://app.mobalytics.gg/pt_br/tft/profile/BR/Shinichi00/overview
アルバイトMAN,36,395,0,0,https://lolchess.gg/profile/BR/アルバイトMAN,https://app.mobalytics.gg/pt_br/tft/profile/BR/アルバイトMAN/overview
duccaume,36,539,0,0,https://lolchess.gg/profile/BR/duccaume,https://app.mobalytics.gg/pt_br/tft/profile/BR/duccaume/overview
Hologami,36,202,0,0,https://lolchess.gg/profile/BR/Hologami,https://app.mobalytics.gg/pt_br/tft/profile/BR/Hologami/overview
Nec,36,216,0,0,https://lolchess.gg/profile/BR/Nec,https://app.mobalytics.gg/pt_br/tft/profile/BR/Nec/overview
みんながんばろう,36,274,0,0,https://lolchess.gg/profile/BR/みんながんばろう,https://app.mobalytics.gg/pt_br/tft/profile/BR/みんながんばろう/overview
NONOIGO,35,208,0,0,https://lolchess.gg/profile/BR/NONOIGO,https://app.mobalytics.gg/pt_br/tft/profile/BR/NONOIGO/overview
XeAr,35,162,0,0,https://lolchess.gg/profile/BR/XeAr,https://app.mobalytics.gg/pt_br/tft/profile/BR/XeAr/overview
mame08,35,238,0,0,https://lolchess.gg/profile/BR/mame08,https://app.mobalytics.gg/pt_br/tft/profile/BR/mame08/overview
Moryo314,35,133,0,0,https://lolchess.gg/profile/BR/Moryo314,https://app.mobalytics.gg/pt_br/tft/profile/BR/Moryo314/overview
huonqqbaby,35,248,0,0,https://lolchess.gg/profile/BR/huonqqbaby,https://app.mobalytics.gg/pt_br/tft/profile/BR/huonqqbaby/overview
つめたいココア,35,152,0,0,https://lolchess.gg/profile/BR/つめたいココア,https://app.mobalytics.gg/pt_br/tft/profile/BR/つめたいココア/overview
Satori,34,112,0,0,https://lolchess.gg/profile/BR/Satori,https://app.mobalytics.gg/pt_br/tft/profile/BR/Satori/overview
hoho還敢靠近我,34,414,0,0,https://lolchess.gg/profile/BR/hoho還敢靠近我,https://app.mobalytics.gg/pt_br/tft/profile/BR/hoho還敢靠近我/overview
 NamEFC,34,192,0,0,https://lolchess.gg/profile/BR/ NamEFC,https://app.mobalytics.gg/pt_br/tft/profile/BR/ NamEFC/overview
Vijamamba,34,97,0,0,https://lolchess.gg/profile/BR/Vijamamba,https://app.mobalytics.gg/pt_br/tft/profile/BR/Vijamamba/overview
ToanSinoda,33,184,0,0,https://lolchess.gg/profile/BR/ToanSinoda,https://app.mobalytics.gg/pt_br/tft/profile/BR/ToanSinoda/overview
AYATA,32,501,0,0,https://lolchess.gg/profile/BR/AYATA,https://app.mobalytics.gg/pt_br/tft/profile/BR/AYATA/overview
ポリもーふ,32,449,0,0,https://lolchess.gg/profile/BR/ポリもーふ,https://app.mobalytics.gg/pt_br/tft/profile/BR/ポリもーふ/overview
NYClong,32,303,0,0,https://lolchess.gg/profile/BR/NYClong,https://app.mobalytics.gg/pt_br/tft/profile/BR/NYClong/overview
TrienChill,32,535,0,0,https://lolchess.gg/profile/BR/TrienChill,https://app.mobalytics.gg/pt_br/tft/profile/BR/TrienChill/overview
毒電波無線局,31,357,0,0,https://lolchess.gg/profile/BR/毒電波無線局,https://app.mobalytics.gg/pt_br/tft/profile/BR/毒電波無線局/overview
ちきん肌,31,28,0,0,https://lolchess.gg/profile/BR/ちきん肌,https://app.mobalytics.gg/pt_br/tft/profile/BR/ちきん肌/overview
snlnjy,31,403,0,0,https://lolchess.gg/profile/BR/snlnjy,https://app.mobalytics.gg/pt_br/tft/profile/BR/snlnjy/overview
cance1,28,125,0,0,https://lolchess.gg/profile/BR/cance1,https://app.mobalytics.gg/pt_br/tft/profile/BR/cance1/overview
Nguyen37Vn,28,195,0,0,https://lolchess.gg/profile/BR/Nguyen37Vn,https://app.mobalytics.gg/pt_br/tft/profile/BR/Nguyen37Vn/overview
G600,28,229,0,0,https://lolchess.gg/profile/BR/G600,https://app.mobalytics.gg/pt_br/tft/profile/BR/G600/overview
HanibaIl,27,137,0,0,https://lolchess.gg/profile/BR/HanibaIl,https://app.mobalytics.gg/pt_br/tft/profile/BR/HanibaIl/overview
VuaTroChoiTFT,27,413,0,0,https://lolchess.gg/profile/BR/VuaTroChoiTFT,https://app.mobalytics.gg/pt_br/tft/profile/BR/VuaTroChoiTFT/overview
Levianima,27,117,0,0,https://lolchess.gg/profile/BR/Levianima,https://app.mobalytics.gg/pt_br/tft/profile/BR/Levianima/overview
ラッシー777,26,100,0,0,https://lolchess.gg/profile/BR/ラッシー777,https://app.mobalytics.gg/pt_br/tft/profile/BR/ラッシー777/overview
久保田未夢,26,70,0,0,https://lolchess.gg/profile/BR/久保田未夢,https://app.mobalytics.gg/pt_br/tft/profile/BR/久保田未夢/overview
Bjnnnn,26,337,0,0,https://lolchess.gg/profile/BR/Bjnnnn,https://app.mobalytics.gg/pt_br/tft/profile/BR/Bjnnnn/overview
Nwanne,26,249,0,0,https://lolchess.gg/profile/BR/Nwanne,https://app.mobalytics.gg/pt_br/tft/profile/BR/Nwanne/overview
kkrh,25,443,0,0,https://lolchess.gg/profile/BR/kkrh,https://app.mobalytics.gg/pt_br/tft/profile/BR/kkrh/overview
えろだいこん,25,303,0,0,https://lolchess.gg/profile/BR/えろだいこん,https://app.mobalytics.gg/pt_br/tft/profile/BR/えろだいこん/overview
S4km,25,714,0,0,https://lolchess.gg/profile/BR/S4km,https://app.mobalytics.gg/pt_br/tft/profile/BR/S4km/overview
チョコPYKE,25,138,0,0,https://lolchess.gg/profile/BR/チョコPYKE,https://app.mobalytics.gg/pt_br/tft/profile/BR/チョコPYKE/overview
7時に起こして,25,109,0,0,https://lolchess.gg/profile/BR/7時に起こして,https://app.mobalytics.gg/pt_br/tft/profile/BR/7時に起こして/overview
NEIBI,24,91,0,0,https://lolchess.gg/profile/BR/NEIBI,https://app.mobalytics.gg/pt_br/tft/profile/BR/NEIBI/overview
DedN,23,256,0,0,https://lolchess.gg/profile/BR/DedN,https://app.mobalytics.gg/pt_br/tft/profile/BR/DedN/overview
Garapagoss,22,172,0,0,https://lolchess.gg/profile/BR/Garapagoss,https://app.mobalytics.gg/pt_br/tft/profile/BR/Garapagoss/overview
UyenThuong,22,886,0,0,https://lolchess.gg/profile/BR/UyenThuong,https://app.mobalytics.gg/pt_br/tft/profile/BR/UyenThuong/overview
coru,22,160,0,0,https://lolchess.gg/profile/BR/coru,https://app.mobalytics.gg/pt_br/tft/profile/BR/coru/overview
BAPBON2022,22,217,0,0,https://lolchess.gg/profile/BR/BAPBON2022,https://app.mobalytics.gg/pt_br/tft/profile/BR/BAPBON2022/overview
汽空域,21,247,0,0,https://lolchess.gg/profile/BR/汽空域,https://app.mobalytics.gg/pt_br/tft/profile/BR/汽空域/overview
Chaneln,20,168,0,0,https://lolchess.gg/profile/BR/Chaneln,https://app.mobalytics.gg/pt_br/tft/profile/BR/Chaneln/overview
Lính Hóa c19F321,20,59,0,0,https://lolchess.gg/profile/BR/Lính Hóa c19F321,https://app.mobalytics.gg/pt_br/tft/profile/BR/Lính Hóa c19F321/overview
落地紅塵再不斬,20,402,0,0,https://lolchess.gg/profile/BR/落地紅塵再不斬,https://app.mobalytics.gg/pt_br/tft/profile/BR/落地紅塵再不斬/overview
Dream小画儿,20,82,0,0,https://lolchess.gg/profile/BR/Dream小画儿,https://app.mobalytics.gg/pt_br/tft/profile/BR/Dream小画儿/overview
Kimdoah,20,133,0,0,https://lolchess.gg/profile/BR/Kimdoah,https://app.mobalytics.gg/pt_br/tft/profile/BR/Kimdoah/overview
虚空200,19,141,0,0,https://lolchess.gg/profile/BR/虚空200,https://app.mobalytics.gg/pt_br/tft/profile/BR/虚空200/overview
いだゆうき,19,178,0,0,https://lolchess.gg/profile/BR/いだゆうき,https://app.mobalytics.gg/pt_br/tft/profile/BR/いだゆうき/overview
字run之,19,95,0,0,https://lolchess.gg/profile/BR/字run之,https://app.mobalytics.gg/pt_br/tft/profile/BR/字run之/overview
Sâu iu,18,214,0,0,https://lolchess.gg/profile/BR/Sâu iu,https://app.mobalytics.gg/pt_br/tft/profile/BR/Sâu iu/overview
あなみ,18,64,0,0,https://lolchess.gg/profile/BR/あなみ,https://app.mobalytics.gg/pt_br/tft/profile/BR/あなみ/overview
rito030shen,18,76,0,0,https://lolchess.gg/profile/BR/rito030shen,https://app.mobalytics.gg/pt_br/tft/profile/BR/rito030shen/overview
VN Mãi Trùm Okee,18,204,0,0,https://lolchess.gg/profile/BR/VN Mãi Trùm Okee,https://app.mobalytics.gg/pt_br/tft/profile/BR/VN Mãi Trùm Okee/overview
midnsoxje,18,94,0,0,https://lolchess.gg/profile/BR/midnsoxje,https://app.mobalytics.gg/pt_br/tft/profile/BR/midnsoxje/overview
ごうきだぜ,18,46,0,0,https://lolchess.gg/profile/BR/ごうきだぜ,https://app.mobalytics.gg/pt_br/tft/profile/BR/ごうきだぜ/overview
Lobelia erinus,18,122,0,0,https://lolchess.gg/profile/BR/Lobelia erinus,https://app.mobalytics.gg/pt_br/tft/profile/BR/Lobelia erinus/overview
乂Şhαdσω乂Pαrσdy,18,484,0,0,https://lolchess.gg/profile/BR/乂Şhαdσω乂Pαrσdy,https://app.mobalytics.gg/pt_br/tft/profile/BR/乂Şhαdσω乂Pαrσdy/overview
orumuzutonajya,18,83,0,0,https://lolchess.gg/profile/BR/orumuzutonajya,https://app.mobalytics.gg/pt_br/tft/profile/BR/orumuzutonajya/overview
Largeee,17,154,0,0,https://lolchess.gg/profile/BR/Largeee,https://app.mobalytics.gg/pt_br/tft/profile/BR/Largeee/overview
damvaomomhoanden,17,221,0,0,https://lolchess.gg/profile/BR/damvaomomhoanden,https://app.mobalytics.gg/pt_br/tft/profile/BR/damvaomomhoanden/overview
nekoTakosu,17,50,0,0,https://lolchess.gg/profile/BR/nekoTakosu,https://app.mobalytics.gg/pt_br/tft/profile/BR/nekoTakosu/overview
Dimple2009,17,499,0,0,https://lolchess.gg/profile/BR/Dimple2009,https://app.mobalytics.gg/pt_br/tft/profile/BR/Dimple2009/overview
発光太郎,17,613,0,0,https://lolchess.gg/profile/BR/発光太郎,https://app.mobalytics.gg/pt_br/tft/profile/BR/発光太郎/overview
おかろβ,17,341,0,0,https://lolchess.gg/profile/BR/おかろβ,https://app.mobalytics.gg/pt_br/tft/profile/BR/おかろβ/overview
Im Not,17,73,0,0,https://lolchess.gg/profile/BR/Im Not,https://app.mobalytics.gg/pt_br/tft/profile/BR/Im Not/overview
Give Me Y0ur Ass,17,102,0,0,https://lolchess.gg/profile/BR/Give Me Y0ur Ass,https://app.mobalytics.gg/pt_br/tft/profile/BR/Give Me Y0ur Ass/overview
Becauseofyou,17,606,0,0,https://lolchess.gg/profile/BR/Becauseofyou,https://app.mobalytics.gg/pt_br/tft/profile/BR/Becauseofyou/overview
月うさぎ,16,264,0,0,https://lolchess.gg/profile/BR/月うさぎ,https://app.mobalytics.gg/pt_br/tft/profile/BR/月うさぎ/overview
Loou,16,109,0,0,https://lolchess.gg/profile/BR/Loou,https://app.mobalytics.gg/pt_br/tft/profile/BR/Loou/overview
ac255,16,115,0,0,https://lolchess.gg/profile/BR/ac255,https://app.mobalytics.gg/pt_br/tft/profile/BR/ac255/overview
Sensei1209,16,357,0,0,https://lolchess.gg/profile/BR/Sensei1209,https://app.mobalytics.gg/pt_br/tft/profile/BR/Sensei1209/overview
筋肉丸,16,257,0,0,https://lolchess.gg/profile/BR/筋肉丸,https://app.mobalytics.gg/pt_br/tft/profile/BR/筋肉丸/overview
れぷす,14,97,0,0,https://lolchess.gg/profile/BR/れぷす,https://app.mobalytics.gg/pt_br/tft/profile/BR/れぷす/overview
DJsonar,14,85,0,0,https://lolchess.gg/profile/BR/DJsonar,https://app.mobalytics.gg/pt_br/tft/profile/BR/DJsonar/overview
 Penguin,14,62,0,0,https://lolchess.gg/profile/BR/ Penguin,https://app.mobalytics.gg/pt_br/tft/profile/BR/ Penguin/overview
SSS EnVyS,13,87,0,0,https://lolchess.gg/profile/BR/SSS EnVyS,https://app.mobalytics.gg/pt_br/tft/profile/BR/SSS EnVyS/overview
Sunwhelll,13,310,0,0,https://lolchess.gg/profile/BR/Sunwhelll,https://app.mobalytics.gg/pt_br/tft/profile/BR/Sunwhelll/overview
vampirepeter,13,279,0,0,https://lolchess.gg/profile/BR/vampirepeter,https://app.mobalytics.gg/pt_br/tft/profile/BR/vampirepeter/overview
FoJ,13,369,0,0,https://lolchess.gg/profile/BR/FoJ,https://app.mobalytics.gg/pt_br/tft/profile/BR/FoJ/overview
麻原彰KOH,13,163,0,0,https://lolchess.gg/profile/BR/麻原彰KOH,https://app.mobalytics.gg/pt_br/tft/profile/BR/麻原彰KOH/overview
4TMdym,13,203,0,0,https://lolchess.gg/profile/BR/4TMdym,https://app.mobalytics.gg/pt_br/tft/profile/BR/4TMdym/overview
黒白赤青,12,656,0,0,https://lolchess.gg/profile/BR/黒白赤青,https://app.mobalytics.gg/pt_br/tft/profile/BR/黒白赤青/overview
BAF Lãnh Hàn,12,242,0,0,https://lolchess.gg/profile/BR/BAF Lãnh Hàn,https://app.mobalytics.gg/pt_br/tft/profile/BR/BAF Lãnh Hàn/overview
桜小路見十礼,12,71,0,0,https://lolchess.gg/profile/BR/桜小路見十礼,https://app.mobalytics.gg/pt_br/tft/profile/BR/桜小路見十礼/overview
NorariKurarito,12,584,0,0,https://lolchess.gg/profile/BR/NorariKurarito,https://app.mobalytics.gg/pt_br/tft/profile/BR/NorariKurarito/overview
NKT西日本,12,119,0,0,https://lolchess.gg/profile/BR/NKT西日本,https://app.mobalytics.gg/pt_br/tft/profile/BR/NKT西日本/overview
sm9248590,11,69,0,0,https://lolchess.gg/profile/BR/sm9248590,https://app.mobalytics.gg/pt_br/tft/profile/BR/sm9248590/overview
Roronoa Zoro,11,448,0,0,https://lolchess.gg/profile/BR/Roronoa Zoro,https://app.mobalytics.gg/pt_br/tft/profile/BR/Roronoa Zoro/overview
akagamyu,10,269,0,0,https://lolchess.gg/profile/BR/akagamyu,https://app.mobalytics.gg/pt_br/tft/profile/BR/akagamyu/overview
MEGA DETH PARTY,10,314,0,0,https://lolchess.gg/profile/BR/MEGA DETH PARTY,https://app.mobalytics.gg/pt_br/tft/profile/BR/MEGA DETH PARTY/overview
st0772211,10,288,0,0,https://lolchess.gg/profile/BR/st0772211,https://app.mobalytics.gg/pt_br/tft/profile/BR/st0772211/overview
TFT DTP,9,43,0,0,https://lolchess.gg/profile/BR/TFT DTP,https://app.mobalytics.gg/pt_br/tft/profile/BR/TFT DTP/overview
kaku91,9,142,0,0,https://lolchess.gg/profile/BR/kaku91,https://app.mobalytics.gg/pt_br/tft/profile/BR/kaku91/overview
Kiyersss,9,219,0,0,https://lolchess.gg/profile/BR/Kiyersss,https://app.mobalytics.gg/pt_br/tft/profile/BR/Kiyersss/overview
貧乳 is GOD,8,92,0,0,https://lolchess.gg/profile/BR/貧乳 is GOD,https://app.mobalytics.gg/pt_br/tft/profile/BR/貧乳 is GOD/overview
gishikoFW,8,613,0,0,https://lolchess.gg/profile/BR/gishikoFW,https://app.mobalytics.gg/pt_br/tft/profile/BR/gishikoFW/overview
くまっくま,8,224,0,0,https://lolchess.gg/profile/BR/くまっくま,https://app.mobalytics.gg/pt_br/tft/profile/BR/くまっくま/overview
ハリウッドナダル,7,145,0,0,https://lolchess.gg/profile/BR/ハリウッドナダル,https://app.mobalytics.gg/pt_br/tft/profile/BR/ハリウッドナダル/overview
toaruk,7,76,0,0,https://lolchess.gg/profile/BR/toaruk,https://app.mobalytics.gg/pt_br/tft/profile/BR/toaruk/overview
untilyous,7,126,0,0,https://lolchess.gg/profile/BR/untilyous,https://app.mobalytics.gg/pt_br/tft/profile/BR/untilyous/overview
SAC Argon,6,123,0,0,https://lolchess.gg/profile/BR/SAC Argon,https://app.mobalytics.gg/pt_br/tft/profile/BR/SAC Argon/overview
korona3em,6,129,0,0,https://lolchess.gg/profile/BR/korona3em,https://app.mobalytics.gg/pt_br/tft/profile/BR/korona3em/overview
novella,6,53,0,0,https://lolchess.gg/profile/BR/novella,https://app.mobalytics.gg/pt_br/tft/profile/BR/novella/overview
Cl0udLeg3nd,6,324,0,0,https://lolchess.gg/profile/BR/Cl0udLeg3nd,https://app.mobalytics.gg/pt_br/tft/profile/BR/Cl0udLeg3nd/overview
3amok,6,80,0,0,https://lolchess.gg/profile/BR/3amok,https://app.mobalytics.gg/pt_br/tft/profile/BR/3amok/overview
りんたま,5,261,0,0,https://lolchess.gg/profile/BR/りんたま,https://app.mobalytics.gg/pt_br/tft/profile/BR/りんたま/overview
とんかつ,5,44,0,0,https://lolchess.gg/profile/BR/とんかつ,https://app.mobalytics.gg/pt_br/tft/profile/BR/とんかつ/overview
Smaaalll,5,30,0,0,https://lolchess.gg/profile/BR/Smaaalll,https://app.mobalytics.gg/pt_br/tft/profile/BR/Smaaalll/overview
huyvu3008,4,1080,0,0,https://lolchess.gg/profile/BR/huyvu3008,https://app.mobalytics.gg/pt_br/tft/profile/BR/huyvu3008/overview
m3g4,4,111,0,0,https://lolchess.gg/profile/BR/m3g4,https://app.mobalytics.gg/pt_br/tft/profile/BR/m3g4/overview
Gitazx,4,289,0,0,https://lolchess.gg/profile/BR/Gitazx,https://app.mobalytics.gg/pt_br/tft/profile/BR/Gitazx/overview
xfzlzf,3,119,0,0,https://lolchess.gg/profile/BR/xfzlzf,https://app.mobalytics.gg/pt_br/tft/profile/BR/xfzlzf/overview
Fb xhoan119,3,97,0,0,https://lolchess.gg/profile/BR/Fb xhoan119,https://app.mobalytics.gg/pt_br/tft/profile/BR/Fb xhoan119/overview
P4KA,3,111,0,0,https://lolchess.gg/profile/BR/P4KA,https://app.mobalytics.gg/pt_br/tft/profile/BR/P4KA/overview
mederuderu,3,31,0,0,https://lolchess.gg/profile/BR/mederuderu,https://app.mobalytics.gg/pt_br/tft/profile/BR/mederuderu/overview
WhiteeRaiin,2,318,0,0,https://lolchess.gg/profile/BR/WhiteeRaiin,https://app.mobalytics.gg/pt_br/tft/profile/BR/WhiteeRaiin/overview
Nemrod,2,21,0,0,https://lolchess.gg/profile/BR/Nemrod,https://app.mobalytics.gg/pt_br/tft/profile/BR/Nemrod/overview
h0nGpE0i,2,227,0,0,https://lolchess.gg/profile/BR/h0nGpE0i,https://app.mobalytics.gg/pt_br/tft/profile/BR/h0nGpE0i/overview
dodonp,2,657,0,0,https://lolchess.gg/profile/BR/dodonp,https://app.mobalytics.gg/pt_br/tft/profile/BR/dodonp/overview
みーみ,2,269,0,0,https://lolchess.gg/profile/BR/みーみ,https://app.mobalytics.gg/pt_br/tft/profile/BR/みーみ/overview
